"20011"	32
"20013"	19
"20032"	5
"20045"	8
"20060"	24
"20175"	2
"20178"	10
"20228"	11
"20238"	8
"20250"	10
"20295"	5
"20310"	2
"20383"	2
"20400"	10
"20443"	2
"20517"	9
"20550"	7
"20570"	2
"20614"	5
"20621"	7
"20710"	13
"20750"	3
"20770"	9
"20787"	5
"23001"	345
"23068"	3
"23079"	12
"23090"	2
"23162"	40
"23168"	1
"23182"	8
"23189"	13
"23300"	3
"23350"	9
"23417"	36
"23419"	1
"23464"	6
"23466"	33
"23500"	4
"23555"	33
"23570"	11
"23574"	3
"23580"	19
"23586"	3
"23660"	35
"23670"	10
"23672"	6
"23675"	9
"23678"	7
"23682"	2
"23686"	15
"23807"	17
"23815"	1
"23855"	9
"25001"	9
"25019"	1
"25035"	21
"25040"	8
"25053"	5
"25086"	1
"25095"	1
"25099"	10
"25120"	2
"25123"	4
"25126"	120
"25148"	3
"25151"	7
"25154"	2
"25168"	3
"25175"	302
"25178"	5
"25181"	10
"25183"	18
"25200"	14
"25214"	104
"25224"	3
"25245"	21
"25258"	1
"25260"	17
"25269"	114
"25279"	8
"25281"	3
"25286"	82
"25288"	3
"25290"	126
"41006"	10
"41013"	5
"41016"	8
"41020"	4
"41026"	3
"41078"	6
"41132"	23
"41206"	4
"41244"	5
"41298"	61
"41306"	12
"41319"	9
"41349"	7
"41357"	3
"41359"	20
"41378"	4
"41396"	35
"41483"	1
"41503"	3
"41518"	4
"41524"	26
"41530"	6
"41548"	4
"41551"	98
"41615"	19
"41660"	1
"41668"	20
"41676"	7
"41770"	8
"41791"	9
"41797"	6
"41799"	10
"41801"	10
"41807"	7
"41872"	4
"41885"	4
"44001"	101
"44035"	3
"44078"	5
"44090"	9
"44098"	3
"44110"	3
"44279"	14
"44378"	7
"44430"	18
"44560"	9
"44650"	15
"44847"	6
"44855"	5
"44874"	8
"47001"	485
"47030"	1
"47053"	15
"47058"	4
"47170"	5
"47189"	37
"47245"	11
"47258"	5
"47268"	4
"47288"	29
"47318"	5
"47460"	2
"47541"	1
"47545"	1
"47551"	8
"47555"	10
"47570"	7
"47605"	1
"47660"	5
"47675"	1
"47692"	3
"47707"	7
"47720"	1
"47745"	5
"47980"	10
"50001"	464
"50006"	71
"66045"	7
"66075"	4
"66088"	17
"66170"	163
"66318"	2
"66383"	7
"66400"	25
"66440"	7
"66456"	2
"66572"	2
"66594"	12
"66682"	49
"66687"	12
"68001"	690
"68013"	2
"68051"	3
"68077"	19
"68079"	5
"68081"	181
"68101"	3
"68132"	2
"68162"	2
"68167"	5
"68169"	1
"68179"	1
"68190"	2
"68207"	3
"68211"	2
"68217"	2
"68229"	10
"68235"	7
"68250"	5
"68255"	4
"68266"	2
"68276"	311
"68296"	1
"68307"	118
"68320"	2
"68322"	3
"68324"	1
"68327"	2
"68344"	1
"68368"	1
"68397"	1
"68406"	20
"68418"	2
"68425"	1
"68432"	10
"68464"	5
"68498"	2
"68500"	8
"68524"	3
"68533"	3
"68547"	145
"15761"	1
"15762"	2
"15763"	6
"15764"	4
"15776"	6
"15790"	3
"15798"	3
"15806"	13
"15808"	4
"15810"	1
"15814"	9
"15820"	4
"15822"	2
"15835"	1
"15837"	3
"15842"	1
"15861"	5
"15879"	2
"15897"	4
"17001"	337
"17013"	11
"17042"	22
"17050"	3
"17088"	5
"17174"	45
"17272"	3
"17380"	71
"17388"	2
"17433"	8
"17442"	1
"17444"	7
"17486"	8
"17495"	4
"17513"	4
"17524"	13
"17541"	7
"17614"	27
"17616"	6
"17653"	6
"17662"	2
"17665"	2
"17777"	15
"17867"	9
"17873"	32
"17877"	11
"18001"	123
"18029"	3
"18094"	3
"18150"	6
"18205"	1
"18247"	10
"18256"	2
"18410"	3
"18460"	1
"18479"	1
"18592"	3
"18610"	5
"18753"	15
"18785"	1
"19001"	308
"19022"	5
"19050"	2
"19075"	8
"19100"	27
"19110"	6
"19130"	18
"19137"	15
"19142"	11
"19212"	19
"19256"	23
"19290"	4
"19300"	5
"19318"	2
"19355"	3
"19392"	1
"19397"	7
"19450"	8
"19455"	23
"19473"	9
"19513"	2
"19517"	5
"19532"	21
"19533"	1
"19548"	35
"19573"	26
"19585"	7
"19622"	4
"19693"	6
"19698"	68
"19701"	3
"19743"	13
"19760"	3
"19780"	5
"19785"	2
"19807"	20
"19809"	2
"19821"	8
"19824"	8
"19845"	12
"20001"	346
"54003"	4
"54099"	9
"54109"	3
"5411"	4
"54172"	11
"54174"	4
"54206"	4
"54239"	2
"54245"	4
"5425"	3
"54261"	10
"54313"	2
"54344"	1
"54347"	1
"54377"	2
"54385"	1
"54398"	2
"5440"	40
"54405"	41
"54498"	46
"54518"	32
"54520"	2
"54553"	2
"54599"	1
"54660"	1
"5467"	2
"54673"	2
"54680"	1
"54720"	3
"5475"	1
"5480"	6
"54800"	2
"54810"	7
"54820"	2
"5483"	2
"54871"	2
"54874"	45
"5490"	12
"5495"	6
"5541"	7
"5543"	1
"5576"	3
"5579"	18
"5585"	4
"5591"	6
"5604"	2
"5607"	15
"5615"	126
"5628"	7
"5631"	123
"5642"	6
"5647"	9
"5649"	2
"5652"	1
"5656"	5
"5658"	2
"5659"	4
"5660"	3
"5664"	15
"5665"	7
"5667"	2
"5670"	3
"5674"	2
"5679"	8
"5686"	12
"5690"	2
"5697"	13
"5736"	6
"5756"	17
"5761"	7
"5789"	4
"5790"	5
"5792"	3
"5809"	5
"5819"	1
"5837"	26
"5842"	3
"5847"	5
"5854"	2
"5856"	2
"5858"	4
"5861"	5
"5873"	2
"5885"	2
"5887"	25
"5890"	3
"5893"	4
"5895"	5
"63001"	451
"63111"	1
"63130"	47
"63190"	31
"63212"	3
"63272"	8
"63302"	5
"63401"	43
"63470"	34
"63548"	7
"63594"	32
"63690"	8
"66001"	562
"5001"	1296
"5002"	10
"5004"	2
"50110"	3
"50124"	1
"50150"	8
"5021"	1
"50223"	8
"50226"	16
"50251"	4
"50287"	10
"5030"	18
"5031"	8
"50313"	60
"50318"	18
"50325"	3
"50330"	8
"5034"	18
"50350"	2
"5036"	3
"50370"	2
"5040"	3
"50400"	2
"5042"	10
"5045"	49
"50450"	1
"5051"	9
"5055"	2
"50568"	20
"50573"	32
"50577"	7
"5059"	19
"50590"	2
"50606"	14
"50680"	7
"50683"	4
"50689"	20
"50711"	6
"5079"	20
"5086"	1
"5088"	282
"5091"	4
"5093"	5
"5101"	14
"68549"	5
"68572"	4
"68573"	3
"68575"	9
"68615"	13
"68655"	16
"68669"	5
"68679"	47
"68682"	1
"68684"	3
"68686"	1
"68689"	15
"68720"	1
"68745"	2
"68755"	37
"68770"	8
"68780"	2
"68820"	2
"68855"	8
"68861"	9
"68867"	1
"68872"	4
"68895"	3
"70001"	211
"70110"	3
"70124"	1
"70204"	2
"70215"	34
"70221"	10
"70233"	2
"70235"	5
"70265"	2
"70400"	7
"70418"	11
"70429"	9
"70473"	5
"70508"	2
"70523"	3
"70670"	6
"70678"	5
"70702"	2
"70708"	10
"70713"	14
