"70717"	8
"70742"	6
"70771"	3
"70820"	8
"70823"	8
"73001"	616
"73024"	1
"73026"	7
"73030"	3
"73043"	4
"73055"	9
"73067"	7
"73124"	4
"73148"	12
"73168"	23
"73200"	8
"73217"	13
"73226"	5
"73236"	3
"73268"	82
"73270"	4
"73275"	26
"73283"	19
"73319"	19
"73347"	3
"73349"	23
"73352"	14
"73408"	12
"73411"	22
"73443"	27
"73449"	39
"73483"	2
"73504"	11
"73520"	4
"73547"	4
"73555"	5
"73563"	5
"73585"	21
"73616"	6
"73622"	1
"73624"	4
"73671"	7
"73675"	5
"73678"	3
"73686"	3
"73770"	5
"73854"	1
"73861"	11
"73870"	3
"73873"	1
"76001"	1510
"13001"	793
"13006"	5
"13042"	2
"13052"	23
"13062"	1
"13140"	6
"13188"	2
"13212"	1
"13222"	4
"13244"	39
"13248"	1
"13268"	2
"13430"	38
"13433"	7
"13442"	9
"13468"	6
"13473"	2
"13620"	2
"13647"	6
"13654"	9
"13655"	1
"13657"	8
"13670"	3
"13673"	6
"13683"	3
"13688"	4
"13744"	4
"13760"	2
"13780"	4
"13836"	46
"13838"	7
"13873"	5
"13894"	1
"15001"	217
"15047"	15
"15051"	4
"15087"	4
"15097"	1
"15104"	8
"15109"	2
"15131"	1
"15135"	1
"15162"	1
"15172"	4
"15176"	38
"15187"	2
"15189"	5
"15204"	5
"15212"	1
"15223"	3
"15226"	1
"15236"	1
"15238"	142
"15272"	5
"15276"	2
"15296"	4
"15299"	11
"15322"	7
"15325"	1
"15332"	2
"15362"	1
"15367"	1
"15377"	2
"15380"	3
"15407"	19
"15425"	3
"15455"	9
"15464"	3
"15466"	2
"15469"	9
"15476"	5
"15480"	2
"15491"	13
"15494"	1
"15507"	1
"15511"	1
"15514"	3
"15516"	32
"15518"	1
"15531"	1
"15537"	2
"15542"	5
"15572"	25
"15580"	2
"15599"	5
"15600"	6
"15621"	1
"15632"	4
"15638"	2
"15646"	11
"15664"	3
"15667"	4
"15673"	2
"15676"	1
"15681"	3
"15686"	5
"15690"	1
"15693"	10
"15696"	1
"15740"	3
"15753"	2
"15755"	2
"15757"	7
"15759"	131
"76020"	12
"76036"	10
"76041"	9
"76054"	3
"76100"	5
"76109"	73
"76111"	143
"76113"	24
"76122"	32
"76126"	14
"76130"	53
"76147"	126
"76233"	10
"76243"	4
"76246"	8
"76248"	34
"76250"	6
"76275"	36
"76306"	17
"76318"	19
"76364"	107
"76377"	6
"76400"	12
"76403"	7
"76497"	6
"76520"	321
"76563"	25
"76606"	7
"76616"	12
"76622"	31
"76670"	10
"76736"	29
"76823"	5
"76828"	7
"76834"	171
"76845"	6
"76863"	7
"76869"	6
"76890"	8
"76892"	70
"76895"	36
"8001"	1186
"5107"	2
"5113"	2
"5120"	5
"5125"	3
"5129"	49
"5134"	2
"5138"	4
"5142"	2
"5145"	2
"5147"	18
"5148"	25
"5150"	2
"5154"	26
"5172"	22
"5190"	3
"5197"	4
"52001"	415
"52019"	2
"52022"	8
"52051"	5
"5206"	1
"52079"	2
"52083"	4
"5209"	5
"52110"	10
"5212"	55
"52203"	2
"52207"	5
"52210"	6
"52215"	14
"52224"	10
"52227"	27
"52240"	5
"52250"	2
"52254"	2
"52256"	1
"52258"	4
"52260"	11
"52287"	2
"52317"	27
"52320"	6
"52323"	7
"5234"	10
"52352"	1
"52354"	3
"52356"	143
"5237"	8
"52378"	6
"52381"	2
"52385"	1
"52390"	1
"52399"	14
"5240"	4
"52405"	1
"52411"	4
"52418"	1
"52435"	5
"52473"	4
"52480"	9
"52490"	3
"5250"	9
"52506"	4
"52540"	1
"52560"	12
"52565"	1
"52573"	8
"52585"	26
"52612"	4
"5264"	6
"5266"	236
"52678"	5
"52683"	14
"52685"	1
"52687"	3
"52693"	4
"52694"	1
"52699"	2
"52720"	8
"52786"	4
"52788"	5
"5282"	8
"52835"	30
"52838"	57
"5284"	7
"52885"	12
"5306"	5
"5308"	35
"5310"	4
"5313"	8
"5318"	32
"5321"	4
"5347"	1
"5353"	3
"5360"	166
"5361"	2
"5364"	8
"5368"	8
"5376"	41
"5380"	57
"5390"	2
"5400"	10
"54001"	494
"8078"	24
"81001"	64
"81065"	5
"81300"	5
"8137"	3
"8141"	11
"81736"	21
"81794"	33
"8296"	27
"8372"	7
"8421"	7
"8433"	44
"8436"	5
"85001"	215
"85010"	39
"85015"	1
"85125"	3
"85139"	15
"85162"	15
"8520"	9
"85225"	3
"85230"	3
"85250"	18
"85263"	3
"85300"	1
"85315"	2
"85325"	4
"85400"	3
"85410"	16
"85430"	3
"85440"	40
"8549"	1
"8558"	3
"8560"	8
"8573"	40
"86001"	31
"8606"	11
"86219"	1
"86320"	16
"8634"	17
"8638"	35
"86568"	20
"86569"	4
"86571"	4
"86573"	1
"86749"	8
"8675"	4
"86755"	3
"86757"	1
"86760"	3
"8685"	13
"86865"	11
"86885"	7
"8758"	310
"8770"	5
"88001"	88
"8832"	3
"8849"	3
"88564"	12
"91001"	13
"91263"	1
"91405"	2
"91407"	1
"91430"	2
"91540"	1
"91669"	2
"94001"	7
"94343"	1
"95001"	14
"95015"	2
"95025"	3
"95200"	1
"97001"	6
"99001"	15
"99524"	3
"99624"	1
"99773"	2
"C\u00f3digo Municipio"	1
"11001"	4491
"25293"	1
"25295"	14
"25297"	9
"25307"	128
"25312"	5
"25317"	6
"25320"	16
"25322"	11
"25324"	2
"25326"	10
"25328"	3
"25335"	2
"25368"	1
"25372"	3
"25377"	69
"25386"	38
"25394"	1
"25398"	2
"25402"	17
"25407"	3
"25426"	2
"25430"	107
"25436"	1
"25438"	3
"25473"	170
"25483"	2
"25486"	7
"25488"	8
"25489"	5
"25491"	6
"25506"	5
"25513"	21
"25518"	1
"25524"	1
"25530"	7
"25535"	5
"25572"	15
"25592"	3
"25594"	5
"25596"	3
"25599"	7
"25612"	17
"25645"	7
"25649"	7
"25653"	2
"25658"	4
"25662"	4
"25718"	7
"25736"	9
"25740"	30
"25743"	14
"25745"	17
"25754"	333
"25758"	33
"25769"	20
"25772"	8
"25777"	1
"25779"	4
"25781"	8
"25785"	28
"25793"	4
"25797"	8
"25799"	31
"25805"	2
"25807"	1
"25815"	7
"25817"	39
"25839"	3
"25841"	5
"25843"	73
"25845"	1
"25851"	1
"25862"	1
"25867"	3
"25873"	9
"25875"	37
"25878"	4
"25885"	3
"25898"	2
"25899"	107
"27001"	57
"27006"	2
"27073"	1
"27099"	1
"27135"	1
"27205"	1
"27245"	3
"27250"	1
"27361"	11
"27450"	2
"27495"	2
"27615"	1
"27745"	1
"27787"	6
"27800"	3
"27810"	2
"41001"	383
